,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer Type_Loyal Customer,Customer Type_disloyal Customer,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_neutral or dissatisfied,satisfaction_satisfied
64912,52,1671,1,1,1,1,4,4,4,4,4,4,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64917,41,199,3,3,3,3,1,1,3,4,4,4,4,2,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64918,59,972,3,5,3,2,2,3,5,2,4,2,5,4,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64919,24,1739,1,1,1,3,5,1,5,5,3,3,2,2,4,5,0,0.0,0,1,0,1,1,0,0,1,0,1,0
64920,50,361,4,5,4,3,4,4,4,4,5,2,5,5,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64922,27,1598,4,4,4,4,4,4,4,4,4,3,4,3,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64926,43,954,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64927,40,663,4,4,4,3,1,4,1,1,3,2,4,5,5,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
64929,38,358,2,2,4,2,5,5,5,4,4,5,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64932,34,861,2,2,2,2,4,3,2,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64936,17,1167,1,5,1,2,3,1,3,3,5,2,5,4,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64937,46,2560,2,1,3,3,2,3,4,2,2,2,2,2,2,2,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64938,62,746,2,4,1,1,2,4,4,2,2,2,2,3,2,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64939,37,993,1,4,1,1,5,1,5,5,3,4,4,4,5,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64941,62,501,4,5,4,2,4,4,4,4,4,4,4,5,4,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
64942,27,605,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0,0.0,1,0,0,1,1,0,0,1,0,1,0
64943,64,365,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64946,48,2089,1,1,1,1,3,4,5,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64950,40,1922,2,2,5,2,5,4,5,5,5,5,4,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64951,15,500,3,4,3,1,3,3,3,3,3,5,5,4,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
64958,61,347,4,4,4,3,1,4,1,1,3,4,4,4,4,1,0,0.0,0,1,0,1,1,0,1,0,0,0,1
64959,52,529,1,5,2,1,4,2,4,4,3,4,5,5,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64960,66,919,3,3,3,3,5,3,5,5,3,3,3,2,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64961,43,169,2,0,2,3,1,2,1,1,3,4,2,3,3,1,0,0.0,0,1,0,1,1,0,0,1,0,1,0
64966,42,2884,5,2,5,5,2,4,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64968,55,853,2,2,2,2,1,1,3,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64970,54,696,4,3,3,3,3,2,3,4,4,3,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,1,0
64973,39,547,2,2,2,3,2,2,2,2,4,4,3,2,3,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64977,27,719,5,5,5,5,5,5,5,5,5,4,5,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
64979,10,539,3,5,3,1,4,3,5,4,4,2,5,5,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
64981,16,296,4,4,1,4,4,4,4,4,4,5,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
64985,28,299,3,2,3,2,4,3,4,4,3,3,1,4,2,4,0,0.0,1,0,1,0,0,1,0,0,1,1,0
64995,54,447,3,5,5,5,5,3,3,3,3,3,3,4,3,2,0,0.0,1,0,1,0,1,0,0,1,0,1,0
64997,27,101,3,5,3,1,1,3,4,1,3,2,2,5,2,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65004,37,1204,2,2,2,4,3,2,3,3,3,3,4,2,3,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65007,31,746,3,3,3,3,5,5,5,5,5,3,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65012,58,2869,4,4,4,4,5,3,3,4,4,4,4,3,4,1,0,0.0,1,0,1,0,1,0,1,0,0,1,0
65015,50,3444,2,2,3,2,4,5,4,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65019,58,399,3,2,3,2,3,2,3,5,5,3,5,4,5,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65021,55,236,4,5,4,4,4,4,4,4,3,2,4,5,5,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65024,65,259,1,4,1,3,2,1,2,2,3,2,3,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65026,42,763,2,4,2,3,2,4,5,2,2,2,4,3,2,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65027,21,369,3,3,4,2,4,4,4,4,3,3,2,2,3,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65028,61,359,2,1,2,3,3,2,3,3,2,3,4,3,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65031,44,1905,5,5,5,5,4,5,1,5,5,5,5,4,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65039,21,425,1,2,1,3,4,1,4,4,3,1,4,4,3,4,0,0.0,1,0,1,0,0,1,0,0,1,1,0
65042,42,472,4,4,4,4,2,4,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65044,51,3117,4,4,4,4,3,5,5,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65045,56,270,1,0,2,2,3,2,3,3,5,5,5,2,2,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65046,51,2773,3,3,5,3,4,4,5,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65047,22,622,5,0,5,3,4,5,4,4,5,5,4,5,4,4,0,0.0,1,0,0,1,1,0,1,0,0,0,1
65049,56,760,2,3,2,3,2,2,2,2,4,4,1,3,5,2,0,0.0,0,1,1,0,1,0,0,1,0,0,1
65050,36,2474,1,1,1,1,3,5,4,5,5,5,4,5,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65052,22,1099,4,4,4,3,1,4,1,1,3,2,5,3,5,1,0,0.0,1,0,0,1,1,0,0,1,0,0,1
65053,34,2508,2,3,3,3,2,1,2,2,2,2,2,4,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
65054,51,2293,5,5,5,5,2,4,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65055,53,223,3,4,3,5,3,4,5,3,3,3,5,3,3,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65056,47,366,3,3,3,3,2,5,4,5,5,5,5,3,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65058,54,432,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65061,47,232,1,1,1,4,5,1,2,5,4,1,4,2,4,5,0,0.0,0,1,0,1,1,0,1,0,0,1,0
65069,51,325,1,1,4,1,2,5,5,4,4,4,4,5,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65071,25,216,0,5,0,3,5,0,5,5,3,2,5,4,5,5,0,0.0,0,1,1,0,0,1,0,1,0,0,1
65080,46,130,1,1,1,1,2,5,5,4,4,4,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65081,45,3423,4,1,1,1,2,3,4,4,4,4,4,3,4,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
65082,38,409,2,5,2,5,2,2,2,2,5,2,5,3,5,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65083,32,175,2,5,2,1,1,2,1,1,3,5,4,5,4,1,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65085,15,668,5,0,5,5,3,5,3,3,4,3,4,5,4,3,0,0.0,0,1,0,1,1,0,1,0,0,0,1
65086,17,677,3,4,3,1,5,3,5,5,3,5,5,3,4,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65088,44,270,3,2,2,2,3,3,3,3,3,3,3,4,3,4,0,0.0,0,1,1,0,1,0,1,0,0,1,0
65093,54,2422,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65096,42,239,3,3,4,4,3,3,3,3,2,1,3,4,4,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
65105,37,1847,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65110,48,271,3,1,1,1,3,3,3,3,2,5,3,2,3,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
65111,49,964,4,4,4,1,5,5,4,2,2,4,3,3,2,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65113,53,296,3,3,3,3,5,5,4,5,5,4,5,4,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65114,38,189,0,5,0,2,4,4,4,2,2,2,2,5,2,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65116,39,1547,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65117,27,1846,2,2,2,2,3,4,3,3,5,4,5,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65122,18,862,4,5,5,4,4,5,4,4,4,1,4,3,3,4,0,0.0,1,0,1,0,0,1,1,0,0,1,0
65123,58,334,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65124,43,657,4,4,4,4,1,2,5,4,4,4,4,2,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65130,30,3190,5,5,5,5,2,2,2,2,4,3,3,2,4,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65131,26,1205,5,5,5,5,4,4,4,4,5,3,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65133,25,1716,1,1,1,1,2,2,2,2,3,5,4,5,5,2,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65136,52,948,4,4,4,4,3,2,3,3,3,4,3,3,3,4,0,0.0,1,0,1,0,0,1,0,0,1,0,1
65138,32,564,2,4,2,1,3,2,3,3,4,3,5,5,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65144,38,489,5,2,2,4,4,2,4,4,2,4,3,3,3,4,0,0.0,0,1,1,0,0,1,0,1,0,0,1
65145,36,125,2,0,2,1,3,2,4,3,4,5,1,4,3,3,0,0.0,0,1,0,1,1,0,0,1,0,1,0
65151,66,1035,5,4,5,5,5,5,5,5,5,3,4,5,4,5,0,0.0,0,1,1,0,0,1,0,1,0,0,1
65153,68,240,4,4,4,5,3,4,4,3,3,4,4,3,3,3,0,0.0,0,1,1,0,0,1,1,0,0,0,1
65156,45,695,4,3,3,3,5,4,4,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
65157,36,2036,4,4,4,2,3,4,3,3,3,4,5,3,5,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65161,37,2069,3,3,3,3,3,5,4,5,5,5,4,2,5,1,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65162,40,239,2,2,2,5,4,2,4,4,3,4,4,3,5,4,0,0.0,1,0,0,1,1,0,1,0,0,1,0
65164,53,2264,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65165,37,369,1,4,1,4,5,1,5,5,3,1,1,3,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65166,33,3010,5,5,5,5,3,5,5,3,3,3,3,4,3,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65167,32,500,2,5,5,1,1,5,1,1,5,5,5,3,5,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
65174,57,484,2,2,2,2,3,4,5,4,4,5,4,5,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65175,22,231,4,4,4,5,2,4,2,2,5,4,4,5,5,2,0,0.0,0,1,0,1,1,0,0,1,0,1,0
65176,45,1892,3,2,3,3,4,3,4,4,2,5,3,3,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65177,69,1276,3,4,3,3,5,3,5,5,5,2,4,3,3,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65179,38,591,3,4,2,2,1,2,1,1,3,3,5,3,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65182,37,1010,5,5,5,5,5,4,5,5,4,3,5,4,4,5,0,0.0,1,0,1,0,1,0,0,1,0,0,1
65183,49,402,2,5,2,2,4,4,4,4,4,2,4,4,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65184,40,2215,5,5,5,5,5,5,5,2,2,2,2,4,2,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65188,42,762,3,3,3,3,2,5,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65189,30,129,2,1,1,1,2,2,2,2,2,2,3,4,3,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
65190,66,509,1,5,1,1,4,4,4,3,3,1,3,5,3,5,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65194,44,867,4,4,4,4,5,5,4,4,4,4,4,3,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65195,40,946,2,3,2,4,4,2,4,4,5,3,1,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65196,31,1956,2,2,2,2,3,3,3,3,3,5,3,3,1,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65200,47,404,2,1,2,3,2,2,4,2,2,3,3,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65201,46,2605,2,4,4,4,2,3,4,2,2,2,2,3,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
65202,37,216,2,1,3,1,2,2,2,2,3,4,4,3,3,2,0,0.0,1,0,1,0,1,0,0,1,0,1,0
65206,56,2916,1,1,5,1,2,4,4,4,4,5,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65210,27,290,2,3,3,4,1,3,1,1,5,5,4,4,4,1,0,0.0,0,1,0,1,1,0,1,0,0,1,0
65214,44,854,2,4,2,3,3,2,3,3,5,5,5,4,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65215,40,130,2,2,2,2,2,2,2,2,2,3,2,4,3,2,0,0.0,0,1,1,0,1,0,0,1,0,1,0
65219,66,201,2,2,2,2,2,1,2,4,4,4,3,2,4,1,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65222,8,678,3,3,3,3,3,3,2,3,3,1,4,2,4,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65224,57,193,3,3,3,3,3,5,5,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65227,44,2181,5,5,5,5,4,5,4,4,4,4,5,3,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65229,75,1869,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65232,34,143,0,3,0,3,5,2,2,3,3,3,3,5,3,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65233,31,3525,5,5,5,5,5,5,5,5,3,3,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65236,30,3189,3,3,3,3,5,5,5,5,3,2,4,5,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65240,36,631,3,4,4,1,1,4,1,1,3,2,4,3,5,1,0,0.0,0,1,1,0,0,1,0,0,1,1,0
65242,51,1086,4,5,5,5,2,4,3,3,3,4,3,4,3,3,0,0.0,1,0,1,0,1,0,0,0,1,0,1
65246,26,1448,3,3,3,3,4,4,4,4,5,5,3,2,3,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65252,31,3157,5,5,5,5,5,5,5,5,5,3,5,3,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65255,65,1695,3,3,3,3,4,4,5,5,5,4,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65261,25,1013,3,2,2,2,3,2,2,3,4,2,3,4,3,3,0,0.0,1,0,1,0,1,0,0,1,0,1,0
65266,31,3325,5,5,5,5,4,4,4,4,4,1,1,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65275,39,1440,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
65276,39,1993,1,1,1,1,5,5,5,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65278,33,1649,5,5,3,5,2,5,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65280,59,1947,2,4,2,1,4,2,5,4,5,5,4,3,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65283,34,391,2,5,2,3,5,2,5,5,4,5,5,5,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65287,38,761,2,4,2,3,5,5,4,5,5,2,3,5,5,3,0,0.0,1,0,1,0,0,1,1,0,0,1,0
65288,60,507,3,4,3,4,2,3,3,2,4,3,5,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65289,23,1879,1,1,2,2,1,1,1,1,2,5,3,2,3,1,0,0.0,0,1,1,0,1,0,1,0,0,1,0
65290,43,488,4,4,4,4,2,5,1,4,4,4,4,5,4,3,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65293,34,1399,4,4,3,3,5,3,1,5,5,2,5,3,5,5,0,0.0,1,0,1,0,0,1,0,1,0,0,1
65295,16,3602,1,1,1,1,4,4,4,4,3,2,1,2,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65297,13,594,5,4,5,3,4,5,4,4,5,4,4,5,3,4,0,0.0,0,1,1,0,0,1,0,1,0,0,1
65303,41,594,2,2,2,2,3,4,4,3,3,4,3,3,3,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65304,47,2767,4,4,4,4,2,5,4,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65308,31,554,4,4,4,3,4,4,2,4,5,4,4,4,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65318,48,1264,2,2,2,3,2,2,2,2,4,4,5,5,5,2,0,0.0,1,0,0,1,1,0,1,0,0,0,1
65323,45,2288,2,4,2,4,3,4,3,3,3,2,3,4,3,2,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65324,55,913,2,1,1,1,4,3,4,2,2,2,2,2,2,3,0,0.0,1,0,1,0,1,0,1,0,0,1,0
65325,45,526,5,3,3,3,5,5,5,5,3,4,1,2,4,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
65326,17,679,2,4,2,2,5,2,5,5,3,2,5,3,4,5,0,0.0,1,0,1,0,0,1,0,0,1,1,0
65328,43,1899,3,5,5,5,2,3,4,3,3,3,3,2,3,2,0,0.0,0,1,1,0,1,0,1,0,0,1,0
65329,44,937,5,5,5,5,5,4,5,5,5,5,5,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65331,60,2777,4,4,4,4,3,5,5,3,3,4,3,5,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65337,60,2338,4,4,4,4,2,4,5,3,3,4,3,5,3,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65338,23,1182,5,2,2,2,5,5,5,5,5,1,4,3,1,5,0,0.0,1,0,1,0,1,0,0,0,1,0,1
65342,36,395,3,0,3,2,5,3,5,5,5,2,5,5,3,5,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65348,45,604,4,4,4,4,5,4,4,5,5,5,5,5,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65351,28,352,4,5,5,5,4,5,4,4,5,1,1,3,1,4,0,0.0,1,0,1,0,1,0,0,1,0,0,1
65357,58,301,3,4,3,2,3,5,2,4,4,3,4,5,4,3,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65359,51,1517,3,3,3,3,2,5,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65361,29,414,5,5,5,4,1,5,1,1,4,3,4,4,4,1,0,0.0,1,0,0,1,1,0,1,0,0,0,1
65362,39,248,4,1,1,1,4,4,4,4,5,5,4,5,4,4,0,0.0,0,1,1,0,1,0,0,0,1,0,1
65363,48,813,2,2,2,2,4,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65365,30,304,3,3,3,2,4,3,4,4,2,4,1,4,1,4,0,0.0,0,1,1,0,0,1,1,0,0,1,0
65366,58,1224,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65374,49,680,5,5,5,5,5,5,5,5,2,4,1,2,3,5,0,0.0,0,1,1,0,1,0,0,1,0,0,1
65375,54,453,3,3,3,3,5,5,4,5,5,5,5,3,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65380,40,986,3,4,4,4,3,3,3,3,4,4,2,3,2,3,0,0.0,1,0,1,0,1,0,0,1,0,1,0
65384,22,296,3,1,3,4,3,3,2,3,4,1,4,3,3,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65386,56,453,1,4,1,3,5,5,4,4,4,1,5,5,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65387,40,571,3,1,1,1,3,2,3,3,4,3,3,4,3,3,0,0.0,0,1,1,0,1,0,0,1,0,1,0
65388,31,3070,4,4,4,4,4,4,4,4,3,4,4,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65389,42,3469,2,2,2,2,5,5,2,5,5,4,4,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65391,50,427,4,1,1,1,3,4,3,3,4,1,1,4,2,3,0,0.0,0,1,1,0,1,0,0,1,0,0,1
65392,25,377,3,5,3,2,5,3,5,5,3,5,4,3,5,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65397,46,967,5,5,5,1,3,5,5,3,5,2,4,4,4,3,0,0.0,0,1,0,1,1,0,1,0,0,0,1
65398,65,1771,2,3,3,3,5,3,4,2,2,2,2,3,2,2,0,0.0,0,1,1,0,1,0,1,0,0,1,0
65400,53,326,2,2,2,2,4,3,3,4,4,4,4,2,4,2,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65402,37,296,3,4,3,1,3,3,1,3,5,3,4,3,5,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65405,26,456,3,3,3,3,4,4,4,4,5,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65407,8,712,2,5,2,2,4,2,4,4,4,3,5,3,4,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65408,45,1549,2,2,2,2,4,5,5,5,5,5,5,5,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65409,60,353,5,2,2,2,5,5,4,5,5,5,5,5,5,1,0,0.0,1,0,1,0,1,0,0,0,1,0,1
65410,42,372,3,3,3,3,4,2,5,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65414,58,337,1,1,1,1,2,5,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65415,38,987,3,2,2,2,3,2,3,3,3,5,5,4,3,3,0,0.0,1,0,0,1,1,0,0,0,1,1,0
65416,54,2903,2,2,2,2,4,5,5,4,4,4,4,3,4,3,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65418,16,1744,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65419,19,158,2,4,2,4,4,2,4,4,3,5,5,3,4,4,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65422,64,666,1,5,1,4,3,5,2,2,2,1,2,4,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65423,55,3591,5,5,5,5,5,5,5,5,5,5,5,4,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65427,54,2107,2,2,2,2,4,5,4,5,5,5,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65431,59,2809,5,2,5,5,2,5,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65432,44,1023,4,5,4,2,2,4,2,2,5,1,3,3,4,2,0,0.0,0,1,1,0,0,1,0,1,0,0,1
65433,33,2882,5,5,5,5,4,5,5,4,5,5,4,4,5,4,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65435,29,357,1,0,2,3,3,2,2,3,4,1,4,2,5,3,0,0.0,1,0,0,1,1,0,0,1,0,1,0
65436,52,544,4,4,4,4,3,4,4,4,4,5,4,4,4,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65437,18,493,3,5,3,4,3,3,1,3,4,4,5,4,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65438,45,842,3,5,3,2,5,3,5,5,4,5,5,3,4,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65442,50,2955,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65444,36,391,2,1,2,1,2,2,2,2,3,2,4,2,4,2,0,0.0,0,1,1,0,1,0,0,0,1,1,0
65445,31,321,3,3,3,4,3,3,3,3,3,3,1,2,4,3,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65447,45,447,1,1,4,1,5,2,4,2,2,2,2,2,2,5,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65448,58,113,1,4,1,4,1,1,1,1,4,5,2,3,5,1,0,0.0,0,1,1,0,0,1,0,1,0,1,0
65452,56,2133,3,4,3,4,2,3,4,2,2,3,5,3,2,4,0,0.0,1,0,1,0,0,1,0,1,0,1,0
65456,34,153,0,0,0,3,1,0,1,1,4,1,2,5,3,1,0,0.0,0,1,1,0,1,0,0,1,0,0,1
65457,63,152,5,5,5,5,4,4,4,4,4,5,4,5,4,1,0,0.0,1,0,1,0,1,0,0,1,0,0,1
65460,45,710,1,5,1,4,2,4,5,3,3,1,3,4,3,3,0,0.0,1,0,1,0,0,1,0,0,1,1,0
65466,49,3319,1,1,1,1,5,5,4,5,5,5,5,3,5,4,0,0.0,1,0,1,0,1,0,1,0,0,0,1
65469,31,73,3,3,3,3,4,3,4,4,3,2,4,2,1,4,0,0.0,0,1,1,0,0,1,1,0,0,1,0
65470,23,3205,4,4,4,4,5,5,5,5,3,3,5,4,5,5,0,0.0,0,1,1,0,1,0,1,0,0,0,1
65477,45,762,4,3,4,3,5,4,5,5,4,4,3,3,3,5,0,0.0,0,1,1,0,0,1,0,1,0,1,0
